,0,1
28383,-1,"@LogomotiveMike yea, definitely close. hadn't seen that. "
894305,1,@lalalalexi who were you assigned with last time? i was with andie and inigo and it was great. 
948323,1,Gonna make it hot at ice tnight yo! Duck in the trunk three-peat! 
1410984,1,@BradPilon thanks brad 
265580,-1,"FAKERS, POSERS SUCK!!! "
1006463,1,Im bored.... But i have a chocolate cake 
217204,-1,...and lost my cell phone in the process 
1189119,1,"goin' to gso, thank you tasia!   a perfect way to end hours of nemo gc."
1204208,1,Just got invited to listen to a nearby garage band!  good times im sure.
954497,1,Got in when it was light after night out last night. Twas awesome time with Jonny &amp; @stevieperry. Also found place that serves BABYCHAM 
1404676,1,"@twilighterz alright, thanks! "
700565,-1,I am bored 
1462596,1,@Nia_xx ok i shall do this too i will have a read of sum poems ta ni ni  x x
156325,-1,off to Zambales with the Imperials. be back Sunday. then work on Monday. goodbye world 
1317677,1,@stevie_ryan I love your new video about the Milk Carton 
1136898,1,"@IppityPippity Gee, that sounds...wet... "
875147,1,Going to play some GTA 4 
695373,-1,has 0 plans for today now....        so much for that..... what is evryone else doing??
830738,1,"my night= shalurr party, cops cause no one knows how to park. peaced. fire.aalliicciaa, more randomness.6:30 am SNL.  gonna sleep forev"
1233776,1,Just played &quot;russian roulette&quot; with a water balloon. I won. My wee brother lost  haha
1451699,1,@eilonwylovegood ) ! I'm so nocturnal; I'm up all night and then I sleep in till like 12! 
987111,1,@depechemode Hey Dave and the others.... I will see ya on your tour in VIENNA! i will see ya! 
459609,-1,thinking about the opposite sex...i am a highly undersexed porn star 
546461,-1,@n33734 awwwww  goodnight
161519,-1,i'm so sick   bad throat and the WORST toothache.  good thing i work in a pharmacy.  load me up with drugs!!
1293175,1,@debbieseraphina Good idea  I'm unfollowing some that are just um um not for me. Beauty of twitter.
1170158,1,"@suyinjun no prob babe, if the rashes still wont go for more than 2 weeks, better go see specialist k?? update ma "
1346436,1,"@BronsonLee Occasionally, WalMart screws up and does something right and proper. "
188361,-1,My nips hurt... 
699427,-1,@BlaqueDeevaH aww too bad!!! I'm getting some 2eggs and bacon with hash browns...yum yum! Still waiting for it to come tho 
1338234,1,@Lysi_Wicked that's weaksauce what will you do all day now! 
475728,-1,@CreepyTony That sucks about your wallet. 
1244779,1,shopping with amanda 
989197,1,watching Enchanted on Star Movies. 
283866,-1,Wish me luck on my midterm. I'll need it. 
1031091,1,"http://twitpic.com/61g05 - me and my friend at work, paramedic at NATO meeting in Oslo yesterday "
1564230,1,@pato_30stm http://twitpic.com/7h4z2 - Thanks sweetheart! Happy Echelon's day to you too  Love you
735393,-1,Just waking up from a mid-morning nap. The big black fluffy cat scares me. She hisses at me whenever she sees me 
716319,-1,@Angel42579 WHERE are you TBFF?  so lonely without you here 
61583,-1,new addition: FX keyboard... I dont know if sunday morning needed techno FX 
483845,-1,Hurry up.... 
1441601,1,is vert excited about New Moon!   comes out two days before my birthday too! yay xx
1013526,1,normal twitter is weird 
1506624,1,Watching Lion King II Simba's Pride lol hahha  I love disney movies.
273439,-1,Still has no power which means no coffee.  #fb
101822,-1,No! Please don't rain! Sunshine I already miss you! 
285961,-1,"Stuck on a train to Leeds, with SLOW wifi. Train in front broken down, so we've stopped  can't watch #XboxE3 feed  HEEELP!!"
1341800,1,Is smooth sailing with The Morning Of 
487397,-1,I will be leaving PA soon 
891710,1,"@JRSterne VODE!!! I had him freshman year. Good times, man, good times. If you put enough &quot;interpretation&quot; into it, you'll be fine. "
518650,-1,Dont like working on sunny days 
118681,-1,Hey everyone well  it is a beautiful day today no one to spend it with  but ima take another go at my magic bullet machine =D
870272,1,Crossing my fingers that Cox has their connection fixed here now after someone bumped a pole and knocked me offline last night 
1065479,1,did not shower the whooooleeee day! and did not brush my teeth either! hurray for personal hygiene... 
1520165,1,@IanAFletcher lol its fine..back down to a measily 770 again!! 
1130123,1,@JLSOfficial no it didnt  X
1424927,1,headed 2 rocky mount 
1486225,1,loves when i forget i have a snack &amp; remember later when i rrreally want it. its like it even tastes better lol 
1090784,1,@jo212 baftaaaaaa!  You will survive!
1547629,1,@Brittannec Yay. I am so excited for you  did you pick the outfit yet?
23813,-1,"I have been awake since about 7, I think I have truely forgotten what it feels like to sleep in "
208044,-1,@dannygokey Sorry about your luggage again  Glad you're home!! &lt;3
1509074,1,my mum always cook damn shiok food. pork ribs noodle! HAHAHAHA 
750942,-1,@crucify_brett Because I do. 
158519,-1,sleepy!! a 20 min project took us 3 hrs... tias talk like crazy!! n i missed out on a fun nite!  nite all
1044360,1,i'll be serious now! 
1396321,1,"@shannonseek heygirl, happy Saturday "
620019,-1,"I saw mom come home, I'm hot, I wish she'd put me in. It's at least 100 out here! "
54356,-1,@Thehodge grr - I assume you've stooped down to the level of going to Tesco as you don't have a machine to finish work on? 
804711,1,Ooh. SnowboardLite is such a fun app. 
1390270,1,"@mobbsey  ok, that will be my assignment  Might take a few blog entries to thrash it out.  Don't know if I know that..."
707924,-1,Did not win big money a the casino  http://myloc.me/4HOU
771016,-1,out of work for 2 weeks with my dodgy broken neck!! 
268921,-1,@andydickens No this Instant Ref'g Gel only available from Elemis  but Body Shop may do similar? I'm not keen on heat+tubes 
680237,-1,I want to know why my CD/DVD player won't work when it is brand new and just installed today.  DANG technology!!!!   
1450555,1,eating cheese flavored ice cream. 
276792,-1,@LitmanLive Unfortunately you can't do the same with parcels 
1235985,1,@DaKing240 Don't forget the #xboxe3! 
783521,-1,"Drinking tea as opposed to seeing Dash &amp; Will with Amy Meredith, got tickets but my company is in Sutherland "
85682,-1,Hiya tweets. Boring day 2day as usual 
1113759,1,Good morning  I'm finally off on a Saturday!
811932,1,had a very nice day! 
677747,-1,@ddlovato i used to love watching the animal planet but i don't think i have it anymore 
560239,-1,is doing homework 
930587,1,"@asherlove, good news i'm getting dave's memory card tomorrow "
479925,-1,@asexiness me too  That's why people schedule rewatches during that time and converse over Skype whilst watching
1079703,1,@CJay282 gotta sweat it out ma. the swine flu is receding tho. 
115781,-1,Omg! Just had a life changing thought!! IF only   I'm not one to have regrets but I do have a BIG one. &amp; now i'm sad cuz u cant go back
713239,-1,@chelsolouise i cant . 
309703,-1,@JaylaStarr bbe you shuld give a shout out to me aswell ;D  &lt;3
381119,-1,"Getting ready to go to bed, it's late and I have a busy day tomorrow. I wish my BFF was around  I miss her."
482788,-1,Was on the phone to @MrMungus when lightening struck right near to my bus and buggered my signal. Weather's actually getting quite bad. 
817642,1,@ghernandez54 lol ur a little late see u monday 
725560,-1,Potstickers at bjs are really good but they go away fast 
367983,-1,another test... sorrry 
938293,1,"@Mpieters No prob, fantastic song "
1107587,1,"@chrischamcl Itï¿½s 10:29pm here. Iï¿½m flattered, thanks! Hope you find my tweets interesting! "
1506501,1,@BriTTyVette its soooo good ...but fyi I'm finally gettn tired of vegas ...I'm moving with yU back to cali 
673514,-1,@DavidArchie Is it now posted on DavidArchuleta.com?I can't find it . 
989565,1,There's some really nice stratocumulus bouncing around behind City Tower... shiny 
107379,-1,Off i go to dream of LKA again. I'm pitiful. 
1484128,1,"@jcbp okey, beybe. "
734189,-1,Need a new phone 
735608,-1,@jessicasharrah lucky! They're calling for another wash out here. 
109336,-1,"make him miss u, its alright but not as much as he'd start to learn living without you "
77352,-1,"WMUers, I highly recommend you attend this: http://tinyurl.com/d46vyo dinner focusing on leadership... mostly because I can't "
434186,-1," my mum doesn't learn her lesson, 4th time now shes got this basal cell cancer on her skin :'("
1074929,1,@SheSaidOhBobby bahaha..good one 
1437830,1,@johnnyjots great seeing u too homie! 
271351,-1,"Said goodbye to Buck for a few days, business trip. "
267571,-1,@MissSolis my niece is sick. Just brought her to the ER. I'm in the waiting room waiting BORED 
1070344,1,@jodenecoza You're OK.  It's 8:00 pm here.  You can stay up a while longer.  
1446263,1,"LOVE live music. Had an awesome time at the @harmonautica concert - and you can, too! Come on down next Friday  http://tinyurl.com/lpeayl"
46226,-1,"@justineville same here. the sad thing is, i don't think the good glinda is still performing "
662934,-1,Just bit into a baguette... It pulled out a tooth 
259307,-1,@maristocs *-* que droga Ã© morar longe 
819937,1,"@mrskutcher Demi, you're lovin Britains got talent!  x"
994447,1,@IbrahimmbI i'm at Rabigh 2 hours away from Jedda 
781887,-1,just got my hair donee. but srsly not even happy. you have NO idea how scared that bloody dream made me 
1063799,1,its FRIDAY!  aww...yes!
1395143,1,"I cant wait to heard the songs in LVATT LOL! [i mean Lines,Vines and Trying Times] (haha-@AnnetteStatus)  PEACE!"
181871,-1,"@ home waiting for some pizza, oh what a Friday night "
773680,-1,@allthatsugar: aww mwn im missing NYC Prep!!  and Gossip Girl is based off my sis-in-laws school! they film there
1217084,1,awww...so excited  for holiidaysss 
449361,-1,aarrgghh back to the work dungeon tomorrow 
1512467,1,I feel like..dying my hair. 
745191,-1,charming! i dont know if i can be assed anymore 
43724,-1,"@nosi87 OMG, I want Katherine Moenning on Ellen also.  You know I was following her on here and she disappeared.  "
1252132,1,@aradasky any excuse for dark chocolate!    Hope your recovery is going well
955637,1,@JaaeKash what do mean I'm fat? I look boi - Re: JaaeKash: @honey3030 I Meant Fat By The Way 
247374,-1,@mossyrants Yeah really scary  thanks for info!
1582620,1,Tonight shoot of Matt buying his golf outfit at La Quinta Marbella. That will be a laugh for sure  http://aimd.blip.tv
1253247,1,@iNanz whats good 
1289576,1,"@msalonen lol, just chillen "
842616,1,@KoreyMadness me too.  she makes everything better.
1172410,1,Oh God. The tiebreak almost gave me a heart attack. Rafa takes 2nd set 
929387,1,@typewriterlove I miss all of our yearbook classes too! =( *sighs* Those were some fun times... 
4687,-1,Omg its raining 
357629,-1,my phone is NOT doing well 
762268,-1,But actually i feel bad for him 
1303131,1,going boating tonight 
809712,1,@cliffysmom Congratulations!  I'm almost there too 
969918,1,@oh_danny_boy Sometimes when I come back to KC I have to drive my grandparents'. I'll swing by and pick you up in it sometime.  
280944,-1,@Fafayonette just had some little argument with M but it just affects me alot uh 
32126,-1,is off to the doctors. again. how long until they find out what's wrong with me?! 
1334817,1,GOOD MORNING EVERYONE!!!!!! DID U ALL HAVE DREAMS AS SWEET AS ME? 
1479620,1,Got some pictures of the sunrise on my way home this morning they came out pretty nice 
992064,1,"Hey darlings, how is everyone today?! I'm just munching on some yummy special k  kisskiss xxxxx"
185633,-1,last night for the Tonight show 
1163754,1,oh... and it's our 12th anniversary of meeting today 
786655,-1,Transformers 2 : There's 2 1/2 hours of my life I will never get back  Boo.
52481,-1,I REALLY hope that Chocolate Bears phone isn't broken cus I REALLY need to talk to him and see him...bah 
818230,1,Preparing for saturday night salsa night.  also doing some updates to our newsletter design.
1495308,1,@Cookie_Day ahw your username is cute  haha
872255,1,Sharefest  time to give back to the community for once!
16671,-1,Just finished the last episode of BSG. 
10043,-1,@grub00 Alas no: is a &quot;buy the MP3s&quot; set-up. 
47384,-1,I have left my aquarium to its own. Thats bad! Looks bad!  I have 6 days to fix it! Wish me good luck!
1557709,1,I will be on every night for prime time updates at 7-9. 
1390429,1,@marimusic - Watching episode of Macross as I draw. Love you voice in both the English and Japanese dubs. 
333668,-1,@hollywouldntphl my iPhone fucked that all up! K....it might have been the booze in me. SHIT time 2 drive! I want my limo!!! 
1389249,1,Photo: I want this to be my family.  http://tumblr.com/xbv1ysile
1194899,1,@dupreeblue I agree. but I understood 
766245,-1,"@alligatorpear Yeah, I've seen them. I just wish there was one for parenting. I'm having a rough time and feel like I'm lost in a haze... "
973814,1,could watch Twilight a thousand times and never get tired of it  I'm officially hooked.
864525,1,@kibblesplace Thanks!!!   I love J-Coff and his contests!!! #ccn
543898,-1,"who the hell did my schedule this week?  oh, wait...i did.  Just finished 18 hours in the store and back at 9am for 12 more.  "
873724,1,"@afsoon hope u have a wonderful, productive day! "
292170,-1,@TamBravo cool  i want to go to a hauted houseeeee  but i know i wont enter lol
9987,-1,Beautiful morning today! Perfect weather....if only I could go for a walk 
45392,-1,not ding anything bored 
239847,-1,Is dying with the flu &amp; VERY angry that Detroit won last night 
44743,-1,@ashleykins01 i don't have a camera 
727333,-1,Horrible horrible heartburn. Back hurts so much. I can't really eat out anymore. 
1290109,1,It's Tuesday!!!  Sooooo glad that vacation is withing reach. 
1048423,1,@ms_miko We don't want you here.  I have no tips.  j/k
759834,-1,"@gossy16 i am lol'ing right now thinking about it XD but yeah, zq getting mad makes me  leave him &amp; his steak friend alone! lol"
1395802,1,Heeey  . just tryin out twitter to see what its like 
396049,-1,"Been kinda sad. Thinking of my very, very, very, very big dreams. Thinking it's impossible to happen "
56642,-1,It's far too early to be up on a Sunday morning. Especially as a little girl was awake most of the night 
1375098,1,It's Amazing http://bit.ly/5zOwB  / Makes my heart sing / Now it's up to you  #teaparty #tcot #gop #sgp #tporg
993845,1,"@Benculp Ok, so if you worked hard over the weekend, you should be able to relax and take it easy during the week "
307290,-1,has been laying here for hours. Wondering when I'll be able to sleep. 
1375898,1,@TelleTWA i already got it. shit rules man 
485060,-1," great, got to do a fake presentation on explaining how an operating system can be viewed as an event driven application, i dont get it :S"
1206133,1,work was pretty good wishing there was something to do lol get to sleep in tmrw 
957331,1,"party,party,party. "
467103,-1,"@melodysong aww, its better than standing in front of the place wanting free margarita and found out its closed, innit?  i'm sowwy!"
752001,-1,Really wish I had a working sewing machine... Going home to start work on the dresses for Repo!- which I will mostly have to hand-sew... 
985610,1,@azimsafwan you've blogged? oh cool! gonna link you zim! awesome photographers. haha. 
1588100,1,"Can't think of many people to search for on twitter and now that he is on twiiter doesn't know what to tweet about....uh, i like reading? "
12061,-1,is eating lunch by herself.. i dont like being in these situations.. they suck.. 
587273,-1,wishes she were going to (HED) P.E. 
95951,-1,"Kris Allen is in the American Idol finale!!! I knew he could do it. Let's hope my losing curse has ended. Daughtry, Blake then Archuleta "
1124210,1,"Camping Tour was amazing! But I'm so tierd now. Think, it's Bedtime "
1496297,1,@BaNkHeAd81 you're up cos you're second to none and one step ahead 
1394347,1,"I just joined facebook, but i can't do a thing in it.  Feels so pointless ."
892811,1,replying to some hub messages 
937062,1,@j5383 YOU TOO DOLL!  
662157,-1,@chris_remo HAHAHA  good one!  Well I didn't end up goin  although I still really want 2...
502558,-1,time for some #zzz's work be early tomorrow  Night all!
324938,-1,"My stomach hurts today.  But I should be getting 500 lateralis roaches this week, and Lorelei tomorrow or Thusday!!!!"
499384,-1,@mizhalle I feel like such a chicken shit trying not to cry holding her hand when she's the one under going treatment. 
1358829,1,"@bernadoni para ow, minha coberta do rocket power Ã© muito sensual seduction "
1295682,1,Seriously foaming at the mouth in want of The Beatles Rock Band Xbox game. Me want it now! 
435095,-1,"Hungry as hell - goin to a BBQ - leavin my phone home, its damn near dead "
900098,1,Chem wasn't better than physics. And now I'm so tired. @natasya_astri HAHAHA NTN BBF JUGA YA? Hihi gue sukanya Jun Pyo? 
360029,-1,@AshleySade3  ::::twitter hug::::what doesnt kill us...u know the rest ma :::smile:::
1366922,1,going to see UP in 3D chyeaa! hit up the celll 
985211,1,"@persiankittycat http://twitpic.com/5f3pb - What a brilliant photo, absolutely love it! What a look "
463702,-1,"@saykendrawithme bb, i'm so sorry "
698618,-1,lesson learned i guess 
994857,1,went out with him 
1012264,1,school then spending all night witth andrew 
1290294,1,@SheliShawn Maybe just a little 
1218854,1,@joshtastic1 yeah u r a stanger lol  so hows things?
1415898,1,@DeeptiBella Good luck with ur finals  When ur all done i'll take u out somewhere really nice! U have to come to Portland tho. ;)
1335658,1,I love @shaunspeaks blog- Ms. Shaun Speaks- RIGHT UP MY ALLEY  www.shaunspeaks.blogspot.com/
1093865,1,@RomeodaTrillest and he's still doin' it...wait til you get a load of our duets on my new album homie 
1110991,1,&quot;I'm destined to do great thingssss. thou shall see me become greatness.&quot;  I made that up just now haha.
1215015,1,i have just drawn the greatest pictures ever. 
1255772,1,Mods still work after the update  just have to fix the iTunes text colors &gt;_&lt;
432812,-1,"Time to go spend sometime with The Sims 3, still not finding much love with it. Just doesn't feel the same  #thesims3"
1418648,1,@Kogenre really? Man I am a bit surprised! I would I never thought that... 
1334806,1,"@bronch I'll be performing tonight at the Uptown #Greenvillenc Umbrella Market from 5-8pm, where Evans meets 5th!! "
1052779,1,"@ManMadeMoon hahaha, doesnt sound like you'll ever leave!!! though in my opinion, cup cakes is a brilliant reason to stay in la la land  "
484770,-1,"Hello world, awe, dang nightshifts again "
773619,-1,&quot;Darn It!&quot; - Kristel Anne Bumanglang I REALLY MISS THIS LITTLE GIRL  HAHA! http://tumblr.com/xy624tu8r
553769,-1,I kinda feel like my kidney stones are back 
141699,-1,"@man_o_sand oh i'm not sick though, neither are my parents. we're all fine but my brother still has a cough, thus the quarantine "
1269525,1,@TheEllenShow hey does Portia eat vegemite for breakfast??? Wondering if she does 
1284672,1,@sandylovesyous lets hope the weather stays nice for you then 
1388637,1,"finding interesting people on twitter... John Cleese, really?  still struggling with French geo :ss"
1483926,1,@LottieB thanks for the DM 
577849,-1,"Inventory on my day off tomorrow, 1 day off again this week. "
982852,1,@shantinainaina haha ! loool ! weeeh 
799073,-1,So long Farrah 
129026,-1,"fun monday morning surprise: class starts tonight, not tomorrow "
965553,1,is hoping for a Red Wing victory today!!! Go Wings! 
388486,-1,Feeling really grumpy and anti social 
1343687,1,I've got 7 hours to get this essay done and handed in. Gotta love the pressure of a deadline 
830210,1,@DynamicImage Did you make it out? 
43682,-1,"Ahh my bed feels so good!! Back kinda hurts again!!  Lost at Phase 10 tonight, but Kimba lost worse!! ;) Haha Good Night everyone!!"
486471,-1,"revising again...god loads of my friends are sad, its making me sad... "
340017,-1,"NOT funny, where is my iPod "
973964,1,"&quot;Love Has Only A Beginning&quot; Darshan Singh Think and think about it, then think some more.  (This was my 4 hour meditation today)"
73711,-1,@feralpossum All eaten sorry 
1495232,1,@davidcheah @quotesource @firstpagepro @FreeNewPower @marilynstannett @snglmomandmore @EnlightenYurDay  THANKS SO MUCH for the re-tweets! 
798854,-1,Farah Fawcett is dead. Goodbye Charlie's Angel  http://bit.ly/mkDn1
332158,-1,"@kristenstewart9 ignore all those people talkin trash. They have nothin better 2 do, so they obsess over other peoples lives. Sad "
257511,-1,@danielleguizio awwee why  cheer up girl!
930425,1,Wern needs to stop twatting and drive. I got munchos 
130691,-1,Brief wheels down in Baltimore. En route to Louisville. Wayyyy back of the plane. 
486037,-1,@Idialia  Nothing serious I hope?
1071580,1,On that happy note I'm heading off to bed. To-recharge my chi for tomorrow.  Good-nightweeps!
647432,-1,does not know what to do with her feature article...(unsure)  http://plurk.com/p/125od4
1357516,1,anyone in pacific timezone....how long till 8pm?? 
1374970,1,I do believe my teaching certificate came today. 
846482,1,@dannywood Good Morning! Getting ready to do crunches here.  Love getting text from you in the morn. 
638228,-1,@MeL1sAwTranny i told them something veryveryvery broad so they wouldnt get mad. DONT HATE ME 
399846,-1,@aliciavr6 yeah  I could of used one tomorrow.  http://myloc.me/2PbF
1280159,1,born in the 80s. a child of the 90s. an adolescent teenage turned young adult 21st centurion. what a ride.  goodnight.
880379,1,@chingching16 http://tinyurl.com/cq4mbc ... There you go 
845025,1,Dear @DearRobot... Be a dear and retweet this  http://ff.im/2ewFI
1319143,1,@KlownDogg awwww thank you so much  I just let my heart roll.. never afraid of hurt nor pain.. thats a part of love and life 
811195,1,@Adium k thanks. will try that 
33054,-1,@MissNixs I don't know what an alpha stamp is 
734288,-1,"@thelipprint And oh... was just going to DM you, but... u unfollowed? *hmph* "
399019,-1,Going crazy my tweeples! I can't remember reagents and conditions. Any techniques? Just wanna start on my business now 
644446,-1,Last day of placements 
613632,-1,"Dang it!  Missed opportunity, someone already bought the tile "
1434241,1,just had amazing pedicure with wucy  mmmmm
829476,1,Good night tweeples 
528314,-1,bored of coursework!! 
1371578,1,"Cheerleading is the most stupid, useless activity.. ever. I can't believe my sister just watched Bring it On. I'm ashamed! "
889664,1,Honor Society is playing My Own Way as we speak 
547922,-1,went to the dr about migraines and came back with a mole removed nad a hole in my back  stupid izzy on greys making me paranoid
1485520,1,@nickbannin what would I do without your LIFE SAVING advice!? ... Bike riding with Claire at the Marina 
764215,-1,Sitting in IPAC and hating life. My license got suspended. 
1531654,1,Damm I wish my friend Quincy n my cousin Usvaldo  were still here with us to celebrate this. But I know they partyin in heaven 
637279,-1,"@mandrizzi  bummer! I hope you have another bottle very, very handy"
1164375,1,Just woke up. Watching Chelsea Lately. I love this show! 
146020,-1,@xbllygbsn noo  wanna get you it   i dunno lmao ;) http://bit.ly/7x8fT  ? ;)
1420910,1,Great ride today...64 miles in less than 4.5 hours 
187558,-1,@1082118 I'm not that adorable  I LOOKED IT UP. PS http://bit.ly/oZl1q  TRY THAT LINK DUDE!
95432,-1,no time for sleep exit exam tomorrow plus a chapter test...thank you Vyvanse! But Adam looks so cuddly right now  all snuggled in bed
1049892,1,@Dojie sounds nice.lol 
716623,-1,@Jahoclave I don't agree with any quantity of DRM though. Particularly not if it keeps disabled people from using things they paid for. 
391135,-1,woke up too late to get the free bagels in the lobby 
706063,-1,Couldnt sleep  and is bring stacey and sally my 2 younger sisters to church
350155,-1,@samjmoody i got your son's cold and i cant taste anything 
1118225,1,@saarmst1 Thank you for the recommendation Sid. 
1285239,1,i'm a newbie here! help me! 
1399481,1,@char7ie thx me too!! 
744278,-1,@GhadasGarage WHAT? YOU GET TO GO TO COLDPLAY????? HOW THE HECK DID THIS HAPPEN???? I WANNAA GOOOOOOO 
54954,-1,CANT WAIT ANYMORE. off to lunch. goodbye comp. omg. see you on saturday  LOL
1268214,1,all i can say is OUCH!! im so sore and tired already!! but my ribs hurt  bad but i loved it and get to do it again tomorrow yay!! 
1426495,1,Kinda sorta loving Escape The Fate's Situations video. 
1261665,1,@Frank_Sartor yeah i saw it on ninemsn! i was hoping he'd be wearing a spiderman costume 
1396305,1,shout out to @loungeradio - constantly pumping out feelgood tunes 
1118006,1,"@StonerNation holy crap smackers! I don't have interwebs hooked up at the Pharmhouse yet, what have I missed? EVRYTHING, I'm sure. "
1027381,1,Cap and Gown from my High School Graduation in 2006. I graduated with honors!!  http://tinyurl.com/qdml6c
1233529,1," Thanks, I Love U! Did you ever notice the alarm doesn't know u want it to SNOOZE!"
988515,1,@megahy complain complain complain. just kidding jordan! i haven't changed  don't we all just love/hate the train!
1470706,1,@SineX thanks. Hopefully someone other than me will buy it 
1372722,1,"Aha! I love how people think they can get me down by calling me fat. Their called Curves, Sorry I'm not shaped like a boy. Night Haters! "
1072051,1,@stevedepino Wish her a happy birthday for me 
1013922,1,H1N1 is now on the Philippines. we hope that our class will be on JULY 
1281648,1,@Stephen_Bray lol dont worry my friend I'll be picking up my new White Chanel J12 &amp; new custom made ring  http://tinyurl.com/d8eugh
1064585,1,@Jonasbrothers turn right. before the storm. hey baby 
1223934,1,I see airplanes ! yeah you're just jealous 
301875,-1,Holy shit. Just saw the surgeon who did my last operation. He looks like a getriatic now 
407291,-1,why does he have to live 2 hours away its not faiirrr 
233237,-1,@annTRS omg  rian and zack deserve more followers!!
1021332,1,@Lady_Twitster NO! NO SMOKING! 
197687,-1,SummerHolidays.Enjoying The Sun But My Friend Is Gona Away.Im SO Bord 
566676,-1,it hurts so much cause you are my abf and i still love you ... 
546422,-1,  Phils.  What are you DOING to me???  I can't take these extra inning games and then you loose.  UGH.  Let's get back on track tomorrow.
508473,-1,"I hate waking up   todays lessons... music, music, maths, science, maths, sciene "
1558799,1,Together   http://twitpic.com/7ie6v
1139208,1,Now I'm walking Loki 
757768,-1,no ideas for holiday 
975635,1,check out what I just made for this shop http://bit.ly/kiqLL  it's the size chart 
7172,-1,SHIT I wanted to sign up for the gaypride parade in amsterdam but thy reached the maximum boats yesterday... how much bad luck can I have 
1202460,1,@keeperofdreams Awesome...........finally..........good work!................ 
1401849,1,@MrsDAY26 HFY!!!! We coming 2 the bbq!!! 
422030,-1,I'm finally leaving orlando.  back to gville
1217393,1,"@ebassman We so wish we were there. K and I were just talking about how great rehearsals were, thank you "
223157,-1,@DangerDee I wish I was close enough to take a pic 
1207867,1,Sipping on some yummy costa and starting my day!! 
160480,-1,Went to pole class. Feeling discouraged. I am hopeless when it cones to dancing or sexy moves or spreading my legs. 
1381645,1,@thehannabeth Can I come over too? 
883134,1,"Oh em gee, just had the coolest news about a friend "
1264315,1,Oooh ooh &quot;Baby u fly..Baby u fly. I &lt;3 the way you walk &amp; the look in ur eyes&quot;_ @RyanLeslie.. 
1145450,1,@mileycyrus       hey miles   how often do you see trace?
780677,-1,MAN i hate the new YouTube layouts. PLEASE don't make us use themmmmm 
424546,-1,Watching Taina on YouTube. I forgot how amazing that show was. Come back old Nickelodeon. 
382948,-1,also. do not want to walk to work! it'll rain and i'll cry. 
857109,1,yesterday i went to a fitness studio and there was a guy looking just like Lee Adama excersizing right next to mee  i could hardly focus
1242164,1,Worst fight scene ever  HÄ? hÄ?   http://bit.ly/x8wwp
15452,-1,@corkyloowho I havent seen it 
1197100,1,@mileycyrus cyrus you'll win 
641495,-1,"@ryan_leslie you're coming to Paris? thats so cool...hope you have a good time, wish it was Manchester UK "
635606,-1,I want green days new cd so bad 
1122855,1,@SmrtNBuetiful Cool! 
1284216,1,PEARL JAM PLAYED THE NEW SONG &quot;THE FIXER&quot; ON CONAN LAST NIGHT!!! ready to be back!! http://bit.ly/IUxOE  
259837,-1,@brittneeclark yeah I got a dog tag but I lost it!  It was abot 10 bucks and the shirts were about 20 I think. Not to much.
59011,-1,@trevormendham It's looking like it's me unfortunately 
417457,-1,@SonyPS3Sucks its always a lie :/ and Glados is a mean female voice in my head 
657035,-1,feelin awfully dizzy 
1445737,1,Drove around all night  Fat cop followed us the whole time. Ahhhmayzin.
1599166,1,Just watched what happens in vegas  it was pretty suweet
1448731,1,@worldintsummit Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
570045,-1,@chuckmilam @mattmutz What?! #chuckup isn't happening now? 
88544,-1,@travln1 Oh noes! Give the little munchkin a hug for me 
399747,-1,"Laundry done, working on tan now. Cubs game at 6, game 2 after that. Might go run if I find time. Need to pay some bills too "
1183888,1,is going to baptize 4 kids next Sunday!!!  I'm so excited!!! Yayyyyy 
1261089,1,hello. (bye) morning.  cnu mkakachat jn? haha  http://plurk.com/p/xqxr0
1514935,1,@carmsense ill be there tomorrow 
1301724,1,@SashaD206 go stick ur black dildo in ur ass and shut up. 
1272744,1,@omarkhanmusic agreed lets get to baking 
898407,1,NOISY!  wake up suzy... ;) ? http://blip.fm/~5j8d9
783132,-1,"@sneffielynn and yes, I am still awake, too. "
1008696,1,@shaunaaa I'm going to see it tomoro 
335743,-1,@AnnieLePage: We got in trouble 4 playing chinese at the bar. 
1330100,1,I will be playing Sims 3 tomorrow! 
378683,-1,"@noonnoon wow! yam cha, i wish i could do the same but it's just me here... "
1287104,1,@royraaj Ed has announced that the Thirty Day Challenge website will be down until 9pm EST next Monday. So you can not access old files 
1505197,1,Checkin out twitter... I like 
908687,1,walked over 140 blocks today. then ate a delicious black &amp; white cookie. 
308190,-1,"Needs to get some sleep, finals tomorrow "
1513519,1,@terri5me2000 Monday is Rhonday! Hope you'll enjoy your day off 
1530654,1,got a gmail account but it's hard to function it 
602200,-1,Hangin wit my faggots at dnd imma miss them 
527590,-1,@omalleymj @thezoee nice job &quot;girls&quot;. Can I just say that really bothered me? Girls... In such a dainty and inferior tone too. 
369905,-1,I get extremely jealous when you assholes talk about going to Warped. 
191098,-1,"@StephenMulhern Have fun tonight, thank god 4 sky+! my lil sis hen night so cant pull a sicky 2 stay home  diversity 2 win x"
1129805,1,AWESOME NEWS!!!! I just created a pic page to share Y?U http://twitpic.com/photos/CuteRain Any suggestions? Just be creative please 
322679,-1,I want to go to the pool 
575006,-1,"grrr, child development homework plus a whole load of coursework  i just wanna scream!!"
111993,-1,i sneezed all over my keyboard 
